Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
170348.0,-20.12091917161503,5.486600890620631,-12.721709904085179,1.8316971156878472,5.07178248046786,-2.9971685228305853,-11.933369015303095,-7.970123310627626,-1.9110036027548045,1.7366603365125028,2.357954090625345,-0.1050907780693342,-2.9269712794897464,-2.6199440194296777,-0.007515968470473866,-0.09557636485877286,-11.430129240216752,-7.780444734693663,-0.21670779910489957,0.7567776468354988,1.7241550844560378,1.095884317665225,0.818415411634773,-0.7513131779635714,0.3942111236162563,-0.7443318478799372,0.13693047289465343,1.5970968025120065,12.14,1
45039.0,2.13238602134104,-0.20295171552672672,-12.970624726937194,0.40224932626636223,-8.460491341109337,1.3642453489653308,-1.234584095231129,1.6124294356973594,-3.3777078294271785,-2.3195708589617845,-1.70222840135659,1.37594135044076,0.22856368528466864,-3.5828397586929372,-2.137938362333925,3.13965565883069,-6.677587703355485,-4.0055159927676005,0.6269005587837794,-1.1579979840010735,1.8084058040788928,0.260223564451371,5.46622995370963,0.41414452165254,-0.035074504163571454,-0.6124935013321708,0.41374952665275927,0.11262305606547007,12.34,1
141255.0,-0.029622853723232034,3.274225935563602,-13.411580187218345,2.434278217784211,4.467784670104117,-0.25477153176414014,2.159461390251221,0.3749102756501165,-4.313463346706576,-7.015658158112885,1.2680072749532356,-7.526381551187722,-2.050080919672153,-4.144147581807995,-1.0704151945743863,-0.18570281753933626,-12.506707971887263,-1.690011134975963,5.04093771898064,1.9750633580040036,3.033769030984888,2.663071060229333,1.7609954209880296,-0.9123249286207946,-0.18296543509753532,-0.640291928424949,-0.15104330075064865,1.77936385243205,67.95,1
139569.0,-9.416795578806369,-6.245740630429707,-8.43357490750044,5.12685605483387,0.14930657717997264,-0.8999824338617916,0.7702187786953212,-3.290199225916808,-0.17405274055270104,1.292287194441518,-1.1178314764240387,0.443977512899389,2.3545088169448456,-4.567735185579165,-1.0401975091028313,-3.9860485079688504,-21.82795495585993,-1.3115686675201739,2.0539490498213913,-0.4314600512574035,2.205744628258951,0.9515109746330381,2.237943005314111,-1.059246857185753,0.3793159643138224,-0.8432972752166468,0.4782795717430209,0.3063771978699149,144.77,1
170348.0,-26.648570326957586,14.379841828544553,-8.759536386484374,1.272733845184257,5.336624139337964,1.020480965809175,-18.634878246875463,2.413750701878056,-2.3179721314176316,-13.049852464559772,-0.2740380805616134,1.37594135044076,1.1533631044464232,1.0309247951678646,-0.7049364386068196,0.028333271330484244,5.70289571615246,2.3066659750175087,0.7978984958725948,0.11539912265318822,-0.7271523030404191,2.131983430091867,2.1394525094034123,-0.7836041832222147,0.45138852005461344,0.1406430414931782,-0.32835684106420443,0.5749672828464277,10.22,1
122051.0,-15.97666453464624,-1.4457268443088291,-15.850271770657782,-0.4387753536937855,3.8276796673341282,-2.175391439217824,2.789371717418131,0.4422755603870747,-0.6599538221780811,-0.8154765103275219,3.2029419613007786,1.37594135044076,-0.8797774466820775,-3.4121302064415664,-1.8317250717825595,3.13965565883069,-17.665080025327295,1.2810611926675024,4.804755229631565,0.17232626784280908,1.774457516395695,-0.4698594618427218,0.3392419208120508,-1.0308215188724996,-0.5745360445747348,-0.5863417488899232,-1.0494142971617109,-0.04612745250145178,29.18,1
170348.0,0.937060440097973,-0.7391976200480954,-29.882963328353057,-0.8567435019371583,2.2847405685957036,-3.042030617701785,0.015120972536750044,-6.964654891477949,-4.74366221793183,-14.04928321137913,7.3126729621990005,-9.510981042020333,1.8356093149445019,-6.164903379761388,-1.3595791340254237,-3.4114628581658124,-23.184278018812805,-5.224756043257889,0.9392531390725838,1.251583025737276,0.7282127513541593,1.237599906887636,-0.3219923875777598,-0.9720823289006344,0.29304423612323643,-0.9324027240547935,0.18826291151431626,0.9478514192171861,0.0,1
50651.0,1.0151022391960698,-8.40215367768915,-14.629763724704274,-1.31327481447103,3.1169553650591864,-1.4313840603362546,-5.938275287178527,-9.086079014245206,-3.956801129184987,-8.77164777514341,-0.6198165719533772,-0.7474002798158432,-1.3633753462878744,-5.000305624151241,-0.16536771413090606,1.550785100387741,-0.631690051371363,-9.49874592104677,0.46048801130796263,-1.590122496047945,2.769870315063095,2.002907703485382,3.197801394509997,0.022710279655056897,0.4546157339083162,-0.6602355234233347,-0.9281083370648706,0.9280593551011291,22.74,1
12014.0,-5.12791169293361,-1.7867086509556054,-6.242517373386113,4.1627480161040875,0.8989167013650512,0.7720825198852066,-19.59333420886177,-41.0442609210741,-3.951943498836262,-0.5281582920063101,-1.70222840135659,0.6532483380973213,0.3695390124656164,-2.809945425698391,-3.042967665262661,3.13965565883069,-18.385914701220013,3.235868809355273,1.9622755550010125,0.24983018622775674,1.9392129185302456,2.345131792462159,1.9181857976385206,0.31893208992667693,-0.16644191419750237,-0.7430002033643135,0.05806751479322464,-0.9590366142460744,0.0,1
59182.0,-8.044168281920491,4.336593222112449,-24.64577272110524,1.242493998688728,-0.19303639088935132,-5.528345147694671,-1.480106189564169,-9.466568060005255,-7.059338888641825,4.03143505114991,5.201108154177241,-3.06964056356737,0.9728838290270587,-8.215225340244,-2.8031598282058168,-4.380490224382378,-6.291059520649477,-6.322035076787788,0.12916504119045513,1.2164486858824153,-3.821800434112777,1.6933931418339652,-0.4214799276782336,-0.5059512828790599,1.1619318370233624,-0.07416398933870366,-1.7655595166128082,1.3478202248113575,0.0,1
143823.0,2.13238602134104,3.814512526974161,-31.1036848245812,-1.255821615049626,1.7252173206368848,-1.659977701403613,-0.514698393120895,-9.41087632237687,-3.236887898075942,-11.910812471806159,3.798933306517662,1.37594135044076,-0.725560355073107,0.32695135531882347,-0.27382987999853736,-1.1511029970628437,-18.588481818142842,-3.6827733358509827,2.6789611073919946,-1.8788345958296833,13.556547532573518,0.6478015817160462,1.7450001697307567,-0.677762067583167,0.4706688397710263,0.005220968504887957,-0.26411444266768863,0.3746520788090649,0.0,1
170348.0,-4.500586895444085,1.2907497704178565,-31.1036848245812,9.35695748787795,3.6213693499819968,2.7622906742759943,1.3223282569755657,-4.788331956451676,-2.4947733036375035,2.4315468809859384,2.188681381151661,1.37594135044076,-0.7817035031517002,1.1115021386361175,-1.590896039618026,0.3856114059321485,-10.447282783961253,-0.03462359792795022,-0.15017908271559155,-0.09380028050628328,3.0748453972524348,1.652320124524617,2.7236196376326234,-0.5919308984309416,-0.27632617432859724,0.024972835496174295,-0.4286432934989081,0.4450893452119925,63.19,1
170348.0,-5.596190909926429,-8.40215367768915,-12.832313827291,6.494907123730176,-4.656119208873021,-5.745022210582471,-17.331017146025957,-5.801987857515311,-13.4340663182301,-5.646812731872737,-1.70222840135659,-3.348144790886167,2.76503297195281,-2.5605264538388974,-1.6821615717336078,-2.903954511831373,-11.164499995235513,-8.057897116735804,4.262847975454385,2.203357945297481,-1.1131447146889724,2.2815648406198763,-0.6407359941038203,-0.8771212506984374,0.6078380874586659,0.08753784657719516,0.4617914124831513,0.5741705683246139,69.69,1
170348.0,-0.25342898210027975,21.74156475460771,-8.41981870125593,-0.9308028409580178,4.035577882766521,2.4637830404243983,-2.851377294923751,1.8445272253088938,-4.824172445762617,4.03143505114991,-0.32502823292443495,1.37594135044076,-0.9875944416110679,1.2305324440627885,0.08411126793650558,-1.1534410101067556,-25.1627993693248,0.18319225602527284,-0.4225281143182744,-0.09311639928817719,0.36422509463221653,1.5556698610116158,2.6010592596499595,-0.5952997901568667,-0.3055046016817732,-0.45101714957989925,-0.3212837892032778,0.5917189881195397,57.81,1
36772.0,-0.9232086654545706,3.5390101321491825,-7.476857878067847,0.9484020028615583,5.021063175854109,-1.038541015038801,0.7978883734395517,-2.0982272056515168,-4.440861781266999,3.2684842848201434,0.17081581715222116,-9.321029811008092,-1.835225173602037,3.44242199594215,1.658600498671572,-2.0661862140399263,-18.951425077281776,0.8920305745591697,0.8874103020458124,-1.3342265707996648,5.34214997409703,2.506260236243161,1.2997033920028835,-0.9888885063140496,-0.29267923963644993,-0.6433407151971366,0.7596385659134948,0.29516004474147617,352.21,1
138456.0,-3.4324969030056423,1.0763312780331478,-27.587924950672818,5.339590202483446,-3.71999352863173,-1.9747587987718234,-4.563806420913981,-4.927194913493235,-3.7177894182429894,3.628328621191952,-1.681199989793778,-4.324641276020175,0.5570118485347225,-0.036914504719350205,-0.5412317312607564,-5.034231414009599,-19.73044358539137,-7.824024176450984,2.0659804312024073,0.06939016359405858,2.3124887929300453,1.6845427927341572,0.6026774095707323,0.3454793579090518,0.7415096711889553,-0.6559432603797084,-0.20384209994647834,1.77936385243205,318.81,1
